,TreePredict,Subject,Subject_L,ImagePath,DateTime,Hour,TimeBin,TimeBin_L,Model,Model_L,FocalLengthIn35mmFilm,ExposureProgram,ExposureBiasValue,Flash,Dof,Av,Tv,Sv,Bv,BrightnessBin,BrightnessBin_L
0,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_144646.JPG,2017-12-30 14:46:47,14.0,Daytime,0,DSC-RX100M4,1,38.0,2.0,0.3,0.0,0.30345504483030755,2.971,6.966,10.322,-0.385,Indoor,3
1,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_144646_1.JPG,2017-12-30 14:46:47,14.0,Daytime,0,DSC-RX100M4,1,38.0,2.0,0.3,0.0,0.30345504483030755,2.971,6.966,10.322,-0.385,Indoor,3
2,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_144648.JPG,2017-12-30 14:46:49,14.0,Daytime,0,DSC-RX100M4,1,38.0,2.0,0.3,0.0,0.30345504483030755,2.971,6.966,10.322,-0.385,Indoor,3
3,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_144652.JPG,2017-12-30 14:46:53,14.0,Daytime,0,DSC-RX100M4,1,41.0,2.0,0.3,0.0,0.30719709031715614,2.971,6.966,10.322,-0.385,Indoor,3
4,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_144654.JPG,2017-12-30 14:46:54,14.0,Daytime,0,DSC-RX100M4,1,41.0,2.0,0.3,0.0,0.30719709031715614,2.971,6.966,10.322,-0.385,Indoor,3
5,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_144702_1.JPG,2017-12-30 14:47:02,14.0,Daytime,0,DSC-RX100M4,1,41.0,2.0,0.3,0.0,0.30719709031715614,2.971,6.966,10.322,-0.385,Indoor,3
6,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_144706.JPG,2017-12-30 14:47:06,14.0,Daytime,0,DSC-RX100M4,1,41.0,2.0,0.3,0.0,0.30719709031715614,2.971,6.966,10.322,-0.385,Indoor,3
7,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_144712.JPG,2017-12-30 14:47:12,14.0,Daytime,0,DSC-RX100M4,1,46.0,2.0,0.3,0.0,0.30973547577883276,2.971,6.966,10.322,-0.385,Indoor,3
8,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_190540.JPG,2017-12-30 19:05:41,19.0,Evening,1,DSC-RX100M4,1,70.0,2.0,0.3,0.0,0.3050487912375281,2.971,4.907,11.0,-3.122,Indoor,3
9,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_190542.JPG,2017-12-30 19:05:42,19.0,Evening,1,DSC-RX100M4,1,70.0,2.0,0.3,0.0,0.3050487912375281,2.971,4.907,11.0,-3.122,Indoor,3
10,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_191342.JPG,2017-12-30 19:13:42,19.0,Evening,1,DSC-RX100M4,1,70.0,2.0,0.3,0.0,0.3050487912375281,2.971,6.966,10.644,-0.707,Indoor,3
11,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_191352.JPG,2017-12-30 19:13:52,19.0,Evening,1,DSC-RX100M4,1,70.0,2.0,0.3,0.0,0.3050487912375281,2.971,6.966,10.644,-0.707,Indoor,3
12,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_191354.JPG,2017-12-30 19:13:54,19.0,Evening,1,DSC-RX100M4,1,70.0,2.0,0.3,0.0,0.3050487912375281,2.971,6.966,10.322,-0.385,Indoor,3
13,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_191400_1.JPG,2017-12-30 19:14:00,19.0,Evening,1,DSC-RX100M4,1,70.0,2.0,0.3,0.0,0.3050487912375281,2.971,6.966,10.322,-0.385,Indoor,3
14,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_191402.JPG,2017-12-30 19:14:02,19.0,Evening,1,DSC-RX100M4,1,70.0,2.0,0.3,0.0,0.3050487912375281,2.971,6.966,10.322,-0.385,Indoor,3
15,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_191406.JPG,2017-12-30 19:14:07,19.0,Evening,1,DSC-RX100M4,1,70.0,2.0,0.3,0.0,0.3050487912375281,2.971,6.966,10.322,-0.385,Indoor,3
16,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_191406_1.JPG,2017-12-30 19:14:06,19.0,Evening,1,DSC-RX100M4,1,70.0,2.0,0.3,0.0,0.3050487912375281,2.971,6.966,10.322,-0.385,Indoor,3
17,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_191414.JPG,2017-12-30 19:14:15,19.0,Evening,1,DSC-RX100M4,1,70.0,2.0,0.3,0.0,0.3050487912375281,2.971,6.966,10.322,-0.385,Indoor,3
18,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_191502.JPG,2017-12-30 19:15:03,19.0,Evening,1,DSC-RX100M4,1,70.0,2.0,0.3,0.0,0.3050487912375281,2.971,6.966,10.644,-0.707,Indoor,3
19,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_191502_1.JPG,2017-12-30 19:15:02,19.0,Evening,1,DSC-RX100M4,1,70.0,2.0,0.3,0.0,0.3050487912375281,2.971,6.966,10.644,-0.707,Indoor,3
20,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_191508_1.JPG,2017-12-30 19:15:08,19.0,Evening,1,DSC-RX100M4,1,70.0,2.0,0.3,0.0,0.3050487912375281,2.971,6.966,10.322,-0.385,Indoor,3
21,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_191510.JPG,2017-12-30 19:15:11,19.0,Evening,1,DSC-RX100M4,1,70.0,2.0,0.3,0.0,0.3050487912375281,2.971,6.966,10.322,-0.385,Indoor,3
22,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_191518.JPG,2017-12-30 19:15:18,19.0,Evening,1,DSC-RX100M4,1,70.0,2.0,0.3,0.0,0.3050487912375281,2.971,6.966,10.322,-0.385,Indoor,3
23,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_191522.JPG,2017-12-30 19:15:23,19.0,Evening,1,DSC-RX100M4,1,70.0,2.0,0.3,0.0,0.3050487912375281,2.971,6.966,10.322,-0.385,Indoor,3
24,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_191522_1.JPG,2017-12-30 19:15:22,19.0,Evening,1,DSC-RX100M4,1,70.0,2.0,0.3,0.0,0.3050487912375281,2.971,6.966,10.322,-0.385,Indoor,3
25,SomeBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_191611.JPG,2017-12-30 19:16:08,19.0,Evening,1,DSC-RX100M4,1,28.0,2.0,0.3,0.0,0.2825377976957408,2.644,5.907,8.0,0.551,Dusk,1
26,SomeBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171230-Zak-7M_191644.JPG,2017-12-30 19:16:42,19.0,Evening,1,DSC-RX100M4,1,28.0,2.0,0.3,0.0,0.2825377976957408,2.644,5.907,8.0,0.551,Dusk,1
27,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_113444.jpg,2017-12-31 11:34:45,11.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,1.0,1.176591940823047,2.0,6.907,6.753,2.154,Flash,2
28,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_113450.jpg,2017-12-31 11:34:50,11.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,5.907,6.356,1.551,Dusk,1
29,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_113452.jpg,2017-12-31 11:34:52,11.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,5.907,6.496,1.411,Dusk,1
30,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_113456.jpg,2017-12-31 11:34:56,11.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,5.907,6.444,1.463,Dusk,1
31,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_113505.jpg,2017-12-31 11:35:05,11.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.546,2.36,Dusk,1
32,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_113513.jpg,2017-12-31 11:35:13,11.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.501,2.405,Dusk,1
33,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_113517.jpg,2017-12-31 11:35:18,11.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.287,2.619,Dusk,1
34,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_113524.jpg,2017-12-31 11:35:24,11.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.459,2.447,Dusk,1
35,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_113526.jpg,2017-12-31 11:35:26,11.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.417,2.489,Dusk,1
36,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_113529.jpg,2017-12-31 11:35:29,11.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,5.907,5.714,2.193,Dusk,1
37,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_113548.jpg,2017-12-31 11:35:48,11.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,5.949,2.957,Dusk,1
38,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_113551.jpg,2017-12-31 11:35:51,11.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.459,2.447,Dusk,1
39,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_113604.jpg,2017-12-31 11:36:04,11.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.417,2.489,Dusk,1
40,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_113617.jpg,2017-12-31 11:36:17,11.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,5.907,5.632,2.275,Dusk,1
41,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_113645.jpg,2017-12-31 11:36:45,11.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,5.903,3.003,Dusk,1
42,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_113651.jpg,2017-12-31 11:36:51,11.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,5.31,3.596,Dusk,1
43,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_113753.jpg,2017-12-31 11:37:53,11.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.373,2.533,Dusk,1
44,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_113807.jpg,2017-12-31 11:38:08,11.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.373,2.533,Dusk,1
45,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_113814.jpg,2017-12-31 11:38:14,11.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,5.907,5.766,2.141,Dusk,1
46,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_173242.jpg,2017-12-31 17:32:42,17.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,4.322,8.438,-2.116,Indoor,3
47,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_173244.jpg,2017-12-31 17:32:44,17.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,4.322,8.566,-2.244,Indoor,3
48,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_173247.jpg,2017-12-31 17:32:47,17.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,4.322,8.566,-2.244,Indoor,3
49,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_173251.jpg,2017-12-31 17:32:51,17.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,4.099,8.387,-2.288,Indoor,3
50,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_174211.jpg,2017-12-31 17:42:11,17.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,1.0,1.176591940823047,2.0,5.323,7.245,0.078,Flash,2
51,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\171231-Zak-7M_174216.jpg,2017-12-31 17:42:17,17.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,1.0,1.176591940823047,2.0,5.323,7.293,0.03,Flash,2
52,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_092300.jpg,2018-01-01 09:23:00,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,5.907,5.669,2.238,Dusk,1
53,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_092344.jpg,2018-01-01 09:23:44,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.118,2.788,Dusk,1
54,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_092350.jpg,2018-01-01 09:23:50,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,5.379,3.527,Dusk,1
55,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_092359.jpg,2018-01-01 09:23:59,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,5.401,3.505,Dusk,1
56,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_092423.jpg,2018-01-01 09:24:23,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,5.496,3.41,Dusk,1
57,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_092425.jpg,2018-01-01 09:24:25,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,5.367,3.539,Dusk,1
58,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_092432.jpg,2018-01-01 09:24:32,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,5.411,3.495,Dusk,1
59,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_092454.jpg,2018-01-01 09:24:54,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,5.799,3.107,Dusk,1
60,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_092519.jpg,2018-01-01 09:25:19,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,5.971,2.935,Dusk,1
61,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_092615.jpg,2018-01-01 09:26:15,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,5.907,5.669,2.238,Dusk,1
62,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_092619.jpg,2018-01-01 09:26:19,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.417,2.489,Dusk,1
63,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_095751.jpg,2018-01-01 09:57:51,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,5.526,3.38,Dusk,1
64,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_095759.jpg,2018-01-01 09:57:59,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.59,2.316,Dusk,1
65,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_095804.jpg,2018-01-01 09:58:04,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.417,2.489,Dusk,1
66,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_095806.jpg,2018-01-01 09:58:06,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.59,2.316,Dusk,1
67,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_095813.jpg,2018-01-01 09:58:13,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.417,2.489,Dusk,1
68,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_095817.jpg,2018-01-01 09:58:17,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.328,2.578,Dusk,1
69,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_095819.jpg,2018-01-01 09:58:19,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.157,2.749,Dusk,1
70,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_095826.jpg,2018-01-01 09:58:26,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.202,2.704,Dusk,1
71,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_095829.jpg,2018-01-01 09:58:29,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.287,2.619,Dusk,1
72,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_095832.jpg,2018-01-01 09:58:32,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.118,2.788,Dusk,1
73,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_095841.jpg,2018-01-01 09:58:41,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.202,2.704,Dusk,1
74,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_095908.jpg,2018-01-01 09:59:08,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,5.907,5.669,2.238,Dusk,1
75,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_095911.jpg,2018-01-01 09:59:11,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.59,2.316,Dusk,1
76,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_095921.jpg,2018-01-01 09:59:21,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.138,2.768,Dusk,1
77,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_095927.jpg,2018-01-01 09:59:27,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.373,2.533,Dusk,1
78,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_095938.jpg,2018-01-01 09:59:38,9.0,Morning,3,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.287,2.619,Dusk,1
79,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_100352.jpg,2018-01-01 10:03:52,10.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,6.906,6.546,2.36,Dusk,1
80,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_123128.jpg,2018-01-01 12:31:28,12.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,5.322,7.646,-0.324,Indoor,3
81,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_150750.jpg,2018-01-01 15:07:50,15.0,Daytime,0,Pixel XL,2,26.0,2.0,0.0,0.0,1.176591940823047,2.0,4.907,8.508,-1.601,Indoor,3
82,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_151236.JPG,2018-01-01 15:12:37,15.0,Daytime,0,DSC-RX100M4,1,57.0,2.0,0.3,0.0,0.309691346921142,2.971,6.966,9.0,0.937,Dusk,1
83,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_151238.JPG,2018-01-01 15:12:38,15.0,Daytime,0,DSC-RX100M4,1,57.0,2.0,0.3,0.0,0.309691346921142,2.971,6.966,9.0,0.937,Dusk,1
84,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_151246.JPG,2018-01-01 15:12:46,15.0,Daytime,0,DSC-RX100M4,1,57.0,2.0,0.3,0.0,0.309691346921142,2.971,6.966,9.322,0.615,Dusk,1
85,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_151316.JPG,2018-01-01 15:13:16,15.0,Daytime,0,DSC-RX100M4,1,57.0,2.0,0.3,0.0,0.309691346921142,2.971,6.966,9.0,0.937,Dusk,1
86,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_151320.JPG,2018-01-01 15:13:20,15.0,Daytime,0,DSC-RX100M4,1,57.0,2.0,0.3,0.0,0.309691346921142,2.971,6.966,8.644,1.293,Dusk,1
87,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_151326.JPG,2018-01-01 15:13:27,15.0,Daytime,0,DSC-RX100M4,1,70.0,2.0,0.3,0.0,0.3050487912375281,2.971,6.966,9.0,0.937,Dusk,1
88,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_151330.JPG,2018-01-01 15:13:31,15.0,Daytime,0,DSC-RX100M4,1,70.0,2.0,0.3,0.0,0.3050487912375281,2.971,6.966,8.644,1.293,Dusk,1
89,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_151330_1.JPG,2018-01-01 15:13:30,15.0,Daytime,0,DSC-RX100M4,1,70.0,2.0,0.3,0.0,0.3050487912375281,2.971,6.966,8.644,1.293,Dusk,1
90,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_151436.JPG,2018-01-01 15:14:37,15.0,Daytime,0,DSC-RX100M4,1,32.0,2.0,0.3,0.0,0.3167264329716247,2.971,6.966,9.322,0.615,Dusk,1
91,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_151438.JPG,2018-01-01 15:14:39,15.0,Daytime,0,DSC-RX100M4,1,32.0,2.0,0.3,0.0,0.3167264329716247,2.971,6.966,9.322,0.615,Dusk,1
92,AllBaby,AllBaby,0,C:\Users\shera\Pictures\2018\171230-ZAK-7TH-MONTH\180101-Zak-7M_151438_1.JPG,2018-01-01 15:14:38,15.0,Daytime,0,DSC-RX100M4,1,32.0,2.0,0.3,0.0,0.3167264329716247,2.971,6.966,9.322,0.615,Dusk,1
